artist_name,track_name,track_id,popularity,year,genre,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
Max Richter,SLEEP: Tranquility Base - Single Edit,4IDeKocJ0trKxtzksUX9mk,45,2023,ambient,0.0711,0.0183,2,-31.595,0,0.0401,0.931,0.931,0.0869,0.0366,74.375,295433,1
Joe Brooks,Rules Of Attraction,54G8eIq07JQrp0P0enwWki,14,2010,acoustic,0.556,0.481,4,-6.751,1,0.0353,0.117,0.0,0.348,0.305,116.037,307347,4
The Cannanes,Bumper,1i6Kv09EOHPGzKodII7uUe,1,2013,club,0.645,0.894,2,-6.187,1,0.0354,0.000163,0.717,0.112,0.624,112.018,202227,4
Jeff & Sheri Easter,Don't Waste The Rain,6Fwp9mMidVQzC3ZuCJSRNH,13,2023,gospel,0.63,0.449,2,-7.161,1,0.0303,0.714,0.0,0.353,0.274,114.902,222301,3
Shade k,Suck Da Whip,6gDwFbSeu5GBOg06z91PgT,0,2019,breakbeat,0.705,0.96,2,-5.285,1,0.15,0.00777,0.0844,0.586,0.337,128.062,227305,4
Enno Cheng,玉仔的心,1JNxThEsURm327ls8E7DtM,32,2019,singer-songwriter,0.613,0.398,8,-14.391,0,0.04,0.679,0.0251,0.109,0.434,92.025,293547,4
Nei Lopes,Canto pra Angana-Zâmbi,6jf8JQ6BCHK7XZNiauWMTU,1,2003,samba,0.556,0.513,8,-9.305,1,0.0542,0.629,0.0,0.138,0.517,136.378,241867,4
Armin van Buuren,REFLEXION (ASOT 2023 Anthem),2nnRJHxIaoDe3FPTitG0iB,51,2022,progressive-house,0.493,0.943,7,-5.772,0,0.0348,0.00492,0.874,0.0916,0.318,127.992,159141,4
Nox Aurea,The Loss and Endeavour of Divinity,08U8DL6vFkUr5jFD1dBZXl,2,2010,goth,0.173,0.752,0,-5.485,0,0.0464,0.00139,0.115,0.0702,0.0627,119.161,525311,4
Bruce Hornsby,Mandolin Rain - Live - Winter 2005,4QOIAxXdfMK19Q89rRWHFz,19,2006,folk,0.397,0.515,7,-8.712,1,0.0425,0.659,5.67e-05,0.976,0.412,67.677,371267,4
Blugazer,Ethereal Concepts - Shingo Nakamura Remix,1IKF4F13znwgjegbk5U7QD,23,2014,progressive-house,0.704,0.681,7,-9.812,1,0.0423,0.0753,0.849,0.0548,0.368,122.0,352000,4
Carly Rae Jepsen,Shooting Star,3nbDQdyujeg7dTTSZxVXWO,49,2022,dance,0.821,0.625,9,-5.864,0,0.0897,0.108,0.0,0.0282,0.81,113.004,199667,4
Disidencia,Hust-Ville,5eUQOCnbLnbfMNlJ3YhnZG,7,2002,spanish,0.473,0.965,0,-3.64,1,0.0424,6.14e-05,0.0192,0.0519,0.796,171.988,217467,4
Bob Moses,Too Much Is Never Enough,1JgHVj6Am0zSxghUCZ0fb8,37,2015,edm,0.624,0.595,10,-9.378,1,0.0518,0.00222,0.0802,0.106,0.277,114.024,325373,4
Bounty Killer,Talk To Dem,4WNAOHpLXRELSQKCktEo3H,12,2012,dancehall,0.609,0.738,4,-7.1,0,0.415,0.0214,0.0,0.135,0.741,100.152,194248,4
From Indian Lakes,We Follow (Stereotypes Remix),6KBEoKa3USckFb0bGFribJ,26,2014,hardcore,0.557,0.754,9,-5.978,1,0.043,0.0701,1.88e-06,0.0738,0.536,152.946,226468,4
Onyx Collective,Tango,36H4R9Ai9UD9oPE5bb7p2m,54,2021,jazz,0.712,0.571,7,-5.421,0,0.0718,0.278,2.37e-05,0.0999,0.499,93.015,304839,4
Blueboy,Alison,0CGJAyQdCnLBF8DB4FEjXI,7,2015,club,0.379,0.589,11,-12.323,0,0.124,0.081,0.904,0.237,0.124,174.98,255560,3
The Supremes,Stoned Love,7Kd1CitrrhZ9xjdbrIszpA,5,2000,disco,0.553,0.683,2,-9.058,1,0.0344,0.442,0.0,0.324,0.725,119.772,250000,4
The Kgb's,Yerba Diabolika - TBY Dub,5tnKK1M5O8Cyx9jNEhuQLT,3,2008,hardstyle,0.732,0.583,9,-5.793,1,0.0513,0.0065,0.687,0.141,0.351,150.022,353547,4
Jason Lindner,The Gathering,571sOZWtbaeHKGjyzpFvLu,3,2004,piano,0.419,0.482,2,-13.826,1,0.0382,0.837,0.863,0.0396,0.762,94.031,329880,3
Exit Eden,Incomplete,5txDnKCHU39hC6ZdNrzUwh,32,2017,goth,0.409,0.712,7,-5.461,0,0.0353,0.158,1.78e-05,0.153,0.142,133.945,235533,4
Loquillo Y Los Trogloditas,La Edad de Oro,6hORGkFmEdQdfA6OC2W6rI,15,2001,spanish,0.573,0.765,2,-7.25,1,0.0251,0.0171,0.193,0.142,0.826,105.004,262800,4
Guau,Warning,1QnN6cgP1OqVfNd05gRxLz,7,2022,breakbeat,0.601,0.953,7,-3.589,1,0.067,0.00155,0.384,0.185,0.501,134.988,245333,4
Pankaj,Chari Dige Kalia,6fInVb69wE7ywPviKlURjC,0,2010,pop-film,0.619,0.453,6,-14.105,1,0.0561,0.451,0.000111,0.123,0.846,149.294,304813,3
Gerry Thompson,Closer Than A Brother,2J5xuL8rYdLbSVodTiePJX,23,2006,gospel,0.837,0.375,7,-9.752,1,0.0557,0.106,0.0,0.24,0.961,99.991,38000,4
Netsky,Wanna Die For You,0SqF1vKPTqVWJWCmSrGsUs,23,2012,drum-and-bass,0.524,0.925,11,-2.752,1,0.0333,0.00383,0.0806,0.0868,0.315,142.002,257162,4
Alpha Wave Movement,Outward Bound,2Kf2kHYwBi5O7hBKy8DYY6,8,2002,ambient,0.51,0.501,1,-13.696,0,0.033,0.077,0.575,0.0909,0.301,105.043,404200,4
Break,Let It Happen,5NuDpEEqYb2WekcpYRYlVc,10,2007,drum-and-bass,0.511,0.971,8,-6.481,0,0.0612,0.000112,0.914,0.688,0.575,173.982,368787,4
Flykkiller,Get All Pulled Out,3bF1GI2l0BIgU8Us4iJHHl,0,2007,trip-hop,0.811,0.531,10,-4.997,0,0.0751,0.00519,0.275,0.0766,0.495,104.911,183827,4
Judy Kuhn,The Best Is Yet to Come,0NWrxxHRud3tatS7qQzOev,2,2013,show-tunes,0.543,0.26,7,-10.322,0,0.0833,0.8,0.0,0.103,0.262,81.228,160720,5
Nasum,"Domedagen - From ""Domedagen"" demo",0Kf7fKaIDhkHuhgVw0UnKS,2,2005,grindcore,0.293,0.815,7,-6.89,1,0.13,4.38e-06,0.931,0.0959,0.212,81.791,43107,1
Lullatone,Bedroom Bossa Band,266kBRgK4b8j4nAZIuOaM5,7,2006,ambient,0.664,0.338,1,-17.399,0,0.153,0.713,0.0187,0.0863,0.707,148.563,164000,4
Forró Cintura de Mola,Tanquinho do Vizinho,3kWMazs00RB9cjZHKl5QPB,11,2009,forro,0.762,0.874,11,-6.654,1,0.0339,0.0773,0.0,0.151,0.772,91.347,191760,4
Alcione,Pot-Pourri: Sorriso aberto / Luz do repente / Bagaço da laranja - Ao vivo,5IJehvcW1VKhBEUpPEJgy2,6,2006,samba,0.639,0.842,6,-6.877,0,0.249,0.573,0.0,0.92,0.614,118.58,190240,4
Five Times August,The Good Life,3qOHswHfjf5Y2gKkDzcDRN,8,2008,acoustic,0.647,0.755,6,-6.311,0,0.0471,0.107,0.0,0.0723,0.824,87.945,211667,4
St. Paul & The Broken Bones,Sea Star,5r1XMGZto3kRLwCHpUundp,46,2023,funk,0.642,0.56,5,-8.825,1,0.0775,0.14,0.0698,0.0841,0.607,144.088,207787,4
Sportique,Goldmining,4wjYSyRQJeMFo4O7RycrLT,0,2003,club,0.554,0.641,4,-12.034,1,0.0985,0.00116,0.0225,0.144,0.497,141.971,184920,4
Wolf Alice,Turn To Dust,6M1lGjZRnXL4vZvY0p3kTv,27,2015,alt-rock,0.511,0.434,6,-12.864,0,0.0284,0.815,0.0584,0.23,0.242,80.995,187933,3
Stubbusch,Twentytwo,3Yex6ymCPpnmFHcpNqVsZW,0,2011,groove,0.782,0.525,1,-14.668,1,0.052,0.0394,0.888,0.0712,0.294,100.003,187200,4
Aníbal Troilo Y Su Orquesta Típica,Ya Estamos Iguales,6pcthQtNCwpZvKaiajFRhK,0,2004,tango,0.566,0.247,4,-6.418,1,0.0419,0.989,0.000223,0.136,0.465,124.4,206379,4
Alan Jackson,Standing On The Promises,72kXr0LaTFJFRoR6pstDDS,28,2016,country,0.543,0.302,7,-10.098,1,0.0276,0.824,0.0,0.191,0.446,105.543,95467,4
Hot 8 Brass Band,On the Spot,5KpkNMO5Q8P6TP9LnvPgdq,17,2017,funk,0.559,0.781,2,-4.118,1,0.0698,0.467,0.0124,0.302,0.392,97.618,331653,4
Nadia Oak,Heartsease,2VqdRIXLDBYtDHLBvWw0p4,44,2022,piano,0.447,0.0491,11,-28.164,0,0.036,0.993,0.912,0.104,0.298,95.811,145789,4
Diplo,Wish - Trippie Mix,6IpvkngH89cA3hhPC84Leg,68,2018,dance,0.561,0.832,9,-7.661,1,0.0717,0.232,0.0,0.107,0.666,93.991,176874,4
Paul Rodriguez,The Comedy Store,4ZGjGMZ1dXA3Z53bcVmFeL,2,2012,comedy,0.602,0.252,11,-25.729,0,0.952,0.489,0.0,0.806,0.285,87.775,461536,3
Nexone,Dedication (Q-BASE DYOA 2016) - Edit,4c527HNocCUwLLeQ6TkneO,13,2016,hardstyle,0.544,0.943,6,-5.962,1,0.0912,0.00108,0.0188,0.582,0.166,150.05,185000,4
Vintage & Morelli,The Light - Flexible Fire Remix,4KMniGiobJ09rCP1rJhyB1,30,2022,progressive-house,0.622,0.703,9,-7.539,0,0.0321,0.0243,0.267,0.141,0.316,118.984,200000,4
Scary Pockets,Always Be My Baby,4fsRi4jIOlMh7elPur1cRe,24,2017,funk,0.717,0.709,2,-4.07,1,0.247,0.577,0.0,0.09,0.841,86.473,168500,4
IMFACT,NANANA,5n6u5xfl1nbPvvl3wqzaEs,33,2018,k-pop,0.673,0.668,10,-4.841,0,0.0499,0.565,4.7e-06,0.0986,0.405,127.969,238561,4
Carl Philipp Emanuel Bach,"Solfeggio No. 1 in C Minor, Wq. 117/2, H. 220",5CkH1gAVbkhFCzxOgNtK0v,48,2014,classical,0.276,0.197,5,-24.951,0,0.056,0.992,0.919,0.1,0.4,75.641,58227,4
Braid,Autobiography,2XgYMnoXb8JTA6cxyHFgAI,3,2000,emo,0.336,0.242,7,-13.122,1,0.0336,0.945,0.452,0.502,0.386,144.741,88000,4
GRiZ,Good Times Roll - Ephwurd Remix,4mp21vGH9bLX0dp8ML5hW0,22,2017,jazz,0.596,0.907,1,-2.49,1,0.279,0.00668,0.000119,0.0809,0.493,128.04,200739,4
Wisborg,Blood Is Life,0Avde4DGChIoVaJuneraJm,12,2019,goth,0.552,0.678,3,-5.717,0,0.0368,0.437,0.00392,0.081,0.0626,120.002,286137,4
Ludwig van Beethoven,"Klavierkonzert Nr. 5 Es-Dur, Op. 73: III. Rondo: Allegro",1gr7KAFPdd1OEE5yZ6Cw0u,11,2012,german,0.446,0.149,3,-19.678,1,0.035,0.982,0.924,0.107,0.219,124.385,623947,1
Rohan,Sin Pedir Más,2ttyvvlz7CFFNeAMbzsE1j,6,2004,emo,0.341,0.743,10,-5.455,1,0.0505,0.00227,0.000221,0.121,0.259,113.67,297573,4
Zornheym,The Opposed,09apZCudosoYVe6nsORlLf,23,2017,death-metal,0.45,0.983,4,-5.872,0,0.0626,3.67e-05,0.000267,0.271,0.159,94.977,281069,4
Willie Colón,Ligia Elena - (Merengue Version),0SSdjVNlFwIdYRmVMVZrdI,11,2010,salsa,0.584,0.661,5,-9.348,0,0.252,0.497,3.17e-05,0.108,0.944,155.936,359400,4
Turma da Pisadinha,Bafora o Lança,3v6t1nUTK1OvYDIQVzmEW8,41,2022,forro,0.737,0.863,2,-2.097,1,0.0663,0.266,0.113,0.0496,0.769,176.082,168007,4
X-Press 2,Lazy (feat. David Byrne) - Extended Version,5DpIo1IxyQetTtWlcyUmPG,28,2002,disco,0.73,0.577,1,-10.748,1,0.0384,0.000863,0.024,0.243,0.724,130.007,565467,4
Jeff Rosenstock,Amen,0Ew5YwgGQu38l7cgNXeV52,17,2012,emo,0.49,0.8,4,-2.155,1,0.0297,0.00185,1.57e-06,0.174,0.558,135.087,358907,4
Cheo Feliciano,Me dices que te vas,2IuidyhaWYC5OpSMaQRuRY,9,2014,salsa,0.772,0.355,0,-12.369,1,0.0354,0.731,3.17e-05,0.126,0.679,112.202,189661,4
I,Warriors,2hqWQD8NaFvFJTDzVvON72,26,2006,black-metal,0.405,0.931,5,-4.213,1,0.0677,3.74e-05,0.0376,0.324,0.16,129.982,353646,4
Dillo,Jabazinho,1EW4fq4bD0ctRXpwXJfwio,0,2012,afrobeat,0.341,0.899,6,-6.125,0,0.098,0.055,0.000774,0.252,0.371,115.028,298640,4
Forró 100 Preconceito,Nega Boa do Carai,4p7Icw1JZWkSBRqc8oUtln,0,2016,forro,0.684,0.776,2,-13.996,1,0.0413,0.588,5.26e-06,0.297,0.962,99.971,230609,4
Cyrus Chestnut,Soul Food,04NwzYvnv4ubiCCphV9JGh,8,2001,piano,0.639,0.468,5,-9.63,0,0.0445,0.545,0.774,0.0752,0.619,122.853,518227,4
Lucas Lucco,Princesinha (feat. Mr. Catra),3O0D745rag9XpxxPSdjb9X,27,2012,sertanejo,0.639,0.864,11,-2.66,0,0.275,0.247,0.0,0.21,0.557,131.844,199000,4
Lord Matteo,The_love_song - Original,0RqLe6vqCKr6H6tRxt8f9U,0,2011,groove,0.626,0.746,0,-10.589,1,0.0549,0.401,0.732,0.102,0.39,80.03,288000,4
Reinaldo,Como o Sol Nasce da Aurora,2rEPt6LqAqmtXGxepfUnzO,0,2004,samba,0.492,0.23,0,-11.924,1,0.0372,0.945,0.0,0.1,0.512,78.523,166800,4
Chiquito & Bordoneio,Crua de Queixo,36fdbKy9UYq5bD4OJrBctY,5,2023,sertanejo,0.813,0.89,2,-5.671,1,0.129,0.221,0.0,0.237,0.84,92.024,221808,4
Donovan Wolfington,Basalisk,3JbkTYrB0WNR5ZZlAvpEQ5,31,2015,emo,0.449,0.894,6,-4.024,1,0.106,0.00226,2e-06,0.319,0.497,120.053,155420,4
Jimmy Justice,Tell Her,4X8zd6sg9S8V9NLq2t5gwC,0,2000,rock-n-roll,0.608,0.752,0,-5.665,1,0.104,0.455,0.0,0.0876,0.903,187.608,128173,4
Elvis Presley,"Shake, Rattle And Roll - alt. take 2",1lSsc5ksrRWD0J2bwiVlnV,11,2002,rock-n-roll,0.551,0.854,4,-5.645,1,0.0949,0.788,7.19e-06,0.329,0.734,104.601,188480,4
Hollywood Rose,Anything Goes (Remixed By Gilby Clarke),5dzWUi2hKk89Jj5L8gL5Sq,13,2004,hard-rock,0.392,0.956,2,-7.387,1,0.0664,0.00101,0.381,0.287,0.337,137.507,293779,4
Sebadoh,Soulmate,1UQBRIvIU9zbo1XoGBvvD6,8,2007,hard-rock,0.529,0.414,7,-12.088,1,0.151,0.524,0.118,0.188,0.286,61.443,91347,4
Georges Bizet,"Les pêcheurs de perles, Acte I: ""C'est toi, toi qu'enfin je revois!... Au fond du temple saint""",7J9prnVEoiRyI10OgZCb8R,12,2017,opera,0.208,0.193,3,-16.528,1,0.0513,0.985,0.0408,0.0988,0.0799,173.842,494227,5
Biscits,Play Me (feat. Everyone You Know),3QiokeqGnSusb9wbl7rtsV,37,2022,deep-house,0.816,0.739,4,-8.093,1,0.0605,0.0551,0.0373,0.108,0.496,127.993,175250,4
Janice Vidal,It’s OK To Be Sad,0up477QX11ffSLneXa0xHA,42,2021,cantopop,0.534,0.535,4,-6.925,1,0.156,0.707,0.0,0.105,0.427,156.199,239478,3
Little Dragon,Lover Chanting - Jayda G Remix,44XKAOF4qb4Rs4pvO6FxuK,18,2018,swedish,0.824,0.852,4,-7.277,0,0.0441,0.0731,0.0976,0.171,0.803,127.988,289491,4
Hellraiser,Heritage,1PAhYa8V6jC4r0Sq9hyjBl,0,2019,heavy-metal,0.378,0.903,4,-7.234,1,0.145,0.119,0.958,0.218,0.175,122.03,131418,4
Dorgival Dantas,Amor Covarde - Ao Vivo,76riOPJ5LUg7QA0mYDarmQ,32,2014,forro,0.479,0.855,5,-3.741,1,0.0765,0.736,0.0,0.416,0.799,166.603,240827,4
Gal Costa,Fala Mangueira / Mangueira,38reix4tBwYhRnYy3l2bs2,6,2008,samba,0.585,0.142,7,-14.959,1,0.036,0.902,0.00032,0.112,0.331,81.823,321053,4
Barrington Levy,Reggae Music Dub,21Ki5qKPw357UDmQ7JTg5l,9,2008,dub,0.864,0.446,0,-10.666,1,0.0678,0.0712,0.829,0.0748,0.282,129.038,202667,4
Tom Ameen,Belle,5eZWJTONAjDHFZSnQ7FRgx,12,2016,piano,0.405,0.239,0,-16.657,1,0.0577,0.991,0.913,0.098,0.0588,108.233,192192,4
Germ,Cold Grey Dawn (A New Beginning),2wGRk1rxonLPLT8Jy471H5,7,2014,black-metal,0.378,0.881,7,-3.98,1,0.0517,0.000111,0.00596,0.41,0.129,135.005,331613,4
Firewind,Allegiance,2pCLewVg8ZoOKzLgurnrBQ,29,2007,classical,0.386,0.957,2,-3.946,1,0.125,0.000166,0.00225,0.0967,0.194,80.949,281560,4
Ulcerate,Odium,5l3nxMoPNK6ut5oQggQJTT,9,2013,black-metal,0.177,0.421,1,-9.711,1,0.0438,0.0131,0.652,0.0719,0.0353,99.881,164720,3
Machel Montano,Need You In My Life,4CeGhYsHovAZussBWOyu5h,21,2021,dancehall,0.782,0.756,4,-5.345,0,0.0318,0.136,0.0,0.142,0.72,107.004,224443,4
Nature Sounds Artists,Song of Waves and Distant Thunder,4lES1UIamg2J8nM5H2kij8,8,2011,sleep,0.32,0.181,0,-24.648,1,0.0374,0.984,0.817,0.348,0.0764,149.953,292000,4
Leo Ku,蠻不講理,3VUNfis71krc6kxpd6bzgk,7,2007,cantopop,0.644,0.464,7,-9.153,1,0.0461,0.625,0.0,0.183,0.315,133.968,251013,4
Riley Green,North On 21,0wQCiHAgUJdlBdRtdrnLFK,39,2018,country,0.614,0.589,6,-8.38,1,0.0351,0.472,0.0,0.109,0.351,148.076,207360,4
Dj Kevin,Os do Chapéu,14YqQ6qJOpLaikCWBfRNFe,44,2021,sertanejo,0.793,0.868,0,-2.249,0,0.0822,0.146,0.000331,0.179,0.876,130.055,190625,4
TAL,A l'international,7irIp2isHGKFv9veI4VCpc,28,2013,french,0.713,0.842,0,-5.227,0,0.0544,0.0342,6.5e-05,0.321,0.86,91.985,205854,4
Andy Hui,奇蹟,7JC5vZj6Q35qiE5d5ULfJy,2,2004,cantopop,0.494,0.53,9,-7.95,1,0.0411,0.554,0.0,0.0992,0.201,135.687,275787,4
Avantasia,Stargazers,2970nDFbNxhs9KgFWKs0Ko,25,2010,german,0.483,0.917,5,-5.117,0,0.0663,0.00125,0.000191,0.129,0.235,140.005,572733,4
D. Imman,Usure Usure,1DNKDjuiyXnUPwpewPatzn,31,2017,pop-film,0.27,0.66,2,-2.893,1,0.0456,0.681,0.0,0.157,0.236,185.1,279088,3
Zatox,Gangsta,1k9XMrE0EUn8CQXEIfYhkk,19,2020,hardstyle,0.758,0.862,0,-6.573,1,0.0518,0.0193,0.38,0.406,0.371,149.992,251200,4
lofi.samurai,count,5DesxyNj7IuCraCM6BDZgQ,31,2018,sad,0.362,0.319,9,-13.84,0,0.227,0.677,0.518,0.219,0.473,160.737,118120,4
Aggresivnes,Risky - Original Mix,5EJKev8VyxMiLiSUog4tOf,0,2013,breakbeat,0.788,0.475,9,-4.924,1,0.099,0.0037,0.0566,0.132,0.632,125.978,356270,4
Audiomatic,Dark Oscillator,4ioCpFK3ZYGHCLwIIV3NOW,37,2019,trance,0.433,0.839,9,-5.985,0,0.0903,0.00775,0.517,0.196,0.0941,138.062,379130,4
Tarja,Signos (Live),6Wgl1wBOTxD6RNolq3NfDa,0,2015,goth,0.529,0.703,0,-8.0,1,0.0428,0.00256,0.00803,0.944,0.24,126.036,369493,4
Marin Mazzie,My Gifts,5sRACgZq7EsnPuE4ni0hnL,0,2015,show-tunes,0.271,0.226,7,-10.731,0,0.0475,0.854,0.0,0.258,0.192,79.398,263360,3
Styx,Snowblind,64ewia8OkN3Rpsl9OfN82a,13,2004,hard-rock,0.247,0.563,7,-7.414,0,0.0405,0.152,0.0,0.14,0.146,71.208,298000,4
Cosmic Space Traveler,Little's Star,1SavLvZdZO0qCPKY9a27mJ,22,2020,ambient,0.162,0.0621,10,-23.945,0,0.0358,0.965,0.915,0.14,0.0374,58.927,108265,5
Mad Caddies,Destro,2qfTpSts6BGAuPGxrCQgSX,7,2000,ska,0.404,0.969,11,-2.751,1,0.0441,0.00083,0.0,0.314,0.763,134.809,145733,4
Josele Santiago,Con las manos vacías,2tFoDf00VC7V8XvjPinjmU,7,2004,spanish,0.453,0.467,7,-9.174,1,0.0555,0.281,0.0655,0.0774,0.305,92.429,190520,4
Stevie Rizo,BEST PART,2hwx8qKr5HXjEcqf8DC6bI,25,2020,gospel,0.456,0.549,2,-8.489,1,0.295,0.0462,1.18e-06,0.151,0.116,99.768,201822,4
Dr Phunk,Never Give Up,5Zh8UbvNDeORlfmf5saMxl,24,2021,hardstyle,0.527,0.899,11,-5.034,0,0.118,0.0287,9.84e-06,0.285,0.227,155.026,201290,4
Shontelle,Say Hello To Goodbye,6yHOMvcrE71F0UoShNaF5p,41,2010,dance,0.512,0.603,1,-4.451,1,0.026,0.0379,0.0,0.0949,0.154,80.974,232240,4
JACKIE EXTREME,BUMPS,1kLBDbQkQkflCn9SGrWUPs,19,2023,club,0.664,0.739,2,-8.567,1,0.0458,0.02,0.929,0.344,0.205,120.14,187070,4
Kraftklub,Scheissindiedisko,2DsjpeC05luxQcbYQ86ORc,39,2012,german,0.475,0.957,5,-4.052,0,0.0401,0.000169,0.0,0.23,0.668,160.987,194453,4
David Kushner,Cigarettes,4r4yF6BGAm4oy4MnOYjSjI,60,2022,singer-songwriter,0.536,0.367,1,-9.435,1,0.0296,0.699,0.000159,0.131,0.0492,118.004,174187,4
Ocean Waves For Sleep,Ocean Waves,2A1EmkNRZIDAVfvSJE5Ig1,12,2020,sleep,0.129,0.506,2,-26.352,1,0.0605,0.933,0.99,0.111,0.00618,99.801,126000,5
Doss,Puppy,4PTM36Ku1D59yaDVA2T5Ld,32,2021,trance,0.518,0.95,10,-5.461,0,0.0372,7.31e-05,0.82,0.129,0.468,140.01,248699,4
Phil Coulter,Mise Eire,5Hla0YIXzRyGJspqihm5Zr,8,2014,new-age,0.36,0.0435,2,-19.324,1,0.0366,0.956,0.856,0.114,0.0508,78.946,236827,3
Protoje,Heavy Load (feat. Samory I),0DuBNNAph7kvp2JWAjhsGA,34,2022,dancehall,0.619,0.546,4,-4.647,0,0.068,0.255,0.0,0.273,0.589,184.098,212987,3
Gluecifer,Easy Living,1IZlN5nTWQtHvZmxvtBCWc,29,2002,hard-rock,0.333,0.961,11,-4.515,1,0.108,0.000118,0.324,0.0714,0.56,173.181,182040,4
Desalmado,Estado Escravo,16o91uaOPD49mKCPzPa2vU,4,2014,grindcore,0.45,0.973,8,-5.737,1,0.107,0.000109,0.109,0.271,0.246,117.958,105809,4
Tommy Lee Sparta,Kla Kam,0q5Nt5GkDYCNH473T8QKyt,11,2016,dancehall,0.759,0.73,2,-8.099,1,0.238,0.0968,0.0,0.595,0.5,102.103,190959,4
Possum,Alice Doesn't Live Here Anymore,3vAiycxmCUL7ktLFIFBuYX,1,2023,psych-rock,0.534,0.673,0,-7.335,1,0.032,0.701,3.3e-06,0.234,0.921,202.208,146840,4
GoldLink,New Black,4sH2Oc6BkJgDXvYLinK0sw,35,2015,soul,0.764,0.601,1,-10.647,0,0.371,0.0946,0.000117,0.879,0.409,94.807,119547,4
Flight Facilities,With You - MAM Remix,3Gr5bZcYTXQKFAbFWJjvjD,26,2012,disco,0.897,0.467,6,-9.056,0,0.0518,0.158,0.0576,0.0551,0.31,117.073,329792,4
Henning Mankell,"Ein Kurt-Wallander-Krimi, Folge 3: Hunde von Riga, Teil 10.2 - Hunde von Riga",5vZvlWuqklwrCDYwDfynjS,6,2000,swedish,0.695,0.216,1,-20.94,1,0.959,0.346,0.0,0.519,0.498,83.567,185300,4
Denise Gagne,Seesaw,0CAP1nJCkzbWf5e3DJO7fq,0,2006,party,0.789,0.012,0,-17.883,1,0.311,0.941,0.0,0.106,0.0,87.798,24216,4
Anstandslos & Durchgeknallt,You Can Win If You Want,6tz3lgRfcdxl6nR45McFyO,32,2022,party,0.854,0.7,11,-5.314,1,0.238,0.00995,0.0,0.121,0.194,126.072,173333,4
Leon Russell,Mystery Train,5PYRJbOOA30k8RKqwT5O7A,8,2001,blues,0.489,0.894,2,-7.087,1,0.0328,0.11,0.0296,0.0912,0.755,131.094,167973,4
Severin Borer,As Long As We Together - Maxim Kurtys Remix,7H44lTVw3VLqlCBNLYimvJ,19,2015,groove,0.883,0.651,1,-7.829,1,0.0483,0.00235,0.424,0.0269,0.697,119.998,359938,4
Naul,I Still Love You,6RWADSjNxfNgzUrsfsD1H7,32,2023,k-pop,0.623,0.634,10,-6.675,0,0.0372,0.571,0.00376,0.255,0.69,169.975,325969,4
Dustin Lynch,Waiting,2I0Tnc5117Vkdk78M7vrrf,29,2012,country,0.636,0.743,6,-4.728,0,0.03,0.182,0.000185,0.0812,0.536,109.936,218933,4
Emancipator,Magneato,418NGdFgpHEbYMX3vsFdDC,35,2022,electronic,0.665,0.725,8,-11.087,1,0.0446,0.0765,0.829,0.132,0.187,121.014,224169,4
John Michael Montgomery,Drunkard's Prayer,3tDjT2QrWj5dTAydba5aKQ,15,2008,country,0.529,0.687,0,-4.875,1,0.0263,0.122,6.49e-05,0.1,0.476,97.001,248493,4
Madcat,G.A.O.T.U - Great Architect of the Universe,7sxTynSaWmYXgXAiGWf3zI,26,2018,disco,0.848,0.705,1,-10.395,0,0.293,0.256,0.387,0.0836,0.69,120.022,324000,4
Dole & Kom,Beginning,26DuGYF2u1EDGkuldISHqD,0,2006,deep-house,0.884,0.307,10,-11.423,0,0.348,0.000247,0.614,0.0753,0.119,125.984,457587,3
KVPV,No More Lies,38TgSmLhVHtqH3ktnOC0Az,36,2023,electronic,0.824,0.717,6,-4.037,1,0.0796,0.00471,0.0405,0.108,0.399,126.005,198095,4
André Sampaio,Mafalala Livre,3lLxnN0G3d5rTiypwzZnHp,0,2018,afrobeat,0.468,0.767,5,-7.331,1,0.239,0.663,0.0518,0.456,0.942,95.172,266800,4
The Clark Family,Lord Here's My Basket,2qWY9OrgU2Z38djiDp8Ngi,11,2018,gospel,0.578,0.334,0,-9.576,1,0.0263,0.769,0.0,0.098,0.322,79.972,208782,4
Dr. Dog,Bring My Baby Back,70WY0OFaz7293OjqeUPJnL,42,2016,folk,0.574,0.8,1,-5.686,0,0.0405,0.0356,0.00157,0.424,0.421,73.588,228056,4
Abou Diarra,Koya Blues,1h6fyYyKfPTu4QCvPOz3pB,44,2016,blues,0.558,0.527,9,-8.95,1,0.0644,0.298,0.0346,0.0949,0.746,80.043,183547,4
The Diventa Project,Into the Deep - Lazy Hammock Mix,7wMVdpSWuqKEucR6Z25Etd,28,2013,chill,0.72,0.149,5,-16.958,0,0.0763,0.34,0.924,0.118,0.396,100.059,218000,4
UMEK,Center Of Gravity - Original Mix,161Te2gvm1iTGz2Owa9RZC,7,2008,minimal-techno,0.679,0.957,7,-8.512,1,0.0458,3.94e-05,0.829,0.279,0.471,128.986,480000,3
Sterling V. Scott,Romantic Coupons,0HgkenXxuvCjhfkFkyfAPh,15,2020,comedy,0.697,0.295,3,-12.42,0,0.943,0.812,0.0,0.938,0.768,84.177,93806,1
Flitz&Suppe,Sailing Above,1B24awdEfRob40kkhIhfji,27,2017,jazz,0.602,0.322,4,-8.875,0,0.0427,0.554,0.719,0.0924,0.365,170.021,124235,4
